Date,PA1436583006-MVC,PA1436583006-P,PA1436583006-PH,PA1436583006-PL,PA1436583006-PO,US22160K1051-MVC,US22160K1051-P,US22160K1051-PH,US22160K1051-PL,US22160K1051-PO,US4581401001-MVC,US4581401001-P,US4581401001-PH,US4581401001-PL,US4581401001-PO,AN8068571086-MVC,AN8068571086-P,AN8068571086-PH,AN8068571086-PL,AN8068571086-PO,PA1436583006-WC01151,PA1436583006-WC02001,PA1436583006-WC02999,PA1436583006-WC03051,PA1436583006-WC03255,PA1436583006-WC05376,PA1436583006-WC08101,PA1436583006-WC08106,PA1436583006-WC08221,PA1436583006-WC08231,PA1436583006-WC08311,PA1436583006-WC08316,PA1436583006-WC18191,US22160K1051-WC01151,US22160K1051-WC02001,US22160K1051-WC02999,US22160K1051-WC03051,US22160K1051-WC03255,US22160K1051-WC05376,US22160K1051-WC08101,US22160K1051-WC08106,US22160K1051-WC08221,US22160K1051-WC08231,US22160K1051-WC08311,US22160K1051-WC08316,US22160K1051-WC18191,US4581401001-WC01151,US4581401001-WC02001,US4581401001-WC02999,US4581401001-WC03051,US4581401001-WC03255,US4581401001-WC05376,US4581401001-WC08101,US4581401001-WC08106,US4581401001-WC08221,US4581401001-WC08231,US4581401001-WC08311,US4581401001-WC08316,US4581401001-WC18191,AN8068571086-WC01151,AN8068571086-WC02001,AN8068571086-WC02999,AN8068571086-WC03051,AN8068571086-WC03255,AN8068571086-WC05376,AN8068571086-WC08101,AN8068571086-WC08106,AN8068571086-WC08221,AN8068571086-WC08231,AN8068571086-WC08311,AN8068571086-WC08316,AN8068571086-WC18191,NASA100-PH,NASA100-PL,NASA100-PO,NASCOMP-PH,NASCOMP-PL,NASCOMP-PO,S&PCOMP-PH,S&PCOMP-PL,S&PCOMP-PO,CBOEVIX-PH,CBOEVIX-PL,CBOEVIX-PO,GOLDBLN-P,GOLDBLN-PH,GOLDBLN-PL,GOLDBLN-PO,OILBREN-P,OILBREN-PH,OILBREN-PL,OILWTXI-P,OILWTXI-PH,OILWTXI-PL,SILVUSL-P,JAPAYE$-ER,USDOLSF-ER,SPXC.SERIESC-I3,SPXC.SERIESC-O1,SPXC.SERIESC-O3,SPXC.SERIESC-O6,SPXC.SERIESC-OI,SPXC.SERIESC-ON,SPXC.SERIESC-OY,SPXC.SERIESC-VI,SPXC.SERIESC-VM,SPXC.SERIESP-I3,SPXC.SERIESP-O1,SPXC.SERIESP-O3,SPXC.SERIESP-O6,SPXC.SERIESP-OI,SPXC.SERIESP-ON,SPXC.SERIESP-OY,SPXC.SERIESP-VI,SPXC.SERIESP-VM,VIXC.SERIESC-O1,VIXC.SERIESC-O3,VIXC.SERIESC-O6,VIXC.SERIESC-OI,VIXC.SERIESC-ON,VIXC.SERIESC-OY,VIXC.SERIESC-VI,VIXC.SERIESC-VM,VIXC.SERIESP-O1,VIXC.SERIESP-O3,VIXC.SERIESP-O6,VIXC.SERIESP-OI,VIXC.SERIESP-ON,VIXC.SERIESP-OY,VIXC.SERIESP-VI,VIXC.SERIESP-VM,USNAPMNO-ES,USPMNBC.Q-ES,USBSINV.B-ES,USCAPUS.R-ES,USCAPUTLQ-ES,USCNFBUSQ-ES,USCNFCONQ-ES,USCRDCONB-ES,USCSHPM%E-ES,USPENONFO-ES,USUMINM1R-ES,ECSWF1Y-IR
2011-08-08,24020.61,30.53,31.23,29.76,30.65,30918.34,70.62,76.47,70.46,75.6,105597.5,20.11,20.87,20.08,20.24,99407.81,73.67,79.34,73.11,77.27,1522000.0,450000.0,38637000.0,1300000.0,9353000.0,671000.0,0.12,0.21,28.18,39.25,22.34,14.46,2277000.0,855000.0,5614000.0,26708000.0,903000.0,2322000.0,389000.0,0.55,1.14,15.59,19.35,3.0,2.74,2499000.0,6064000.0,15003000.0,70784000.0,247000.0,7331000.0,4127000.0,1.55,2.15,13.77,15.97,38.21,32.07,17710000.0,3281000.0,4837000.0,55201000.0,1377000.0,9925000.0,1300000.0,1.36,1.95,24.02,31.75,20.77,17.06,6645000.0,2162.78,2060.29,2127.87,2489.39,2357.69,2447.3,1198.48,1119.28,1198.48,48.0,35.29,36.9,1704.49,1715.01,1662.17,1712.15,105.95,105.95,105.95,81.85,81.85,81.85,39.86,77.67,1.3147,0.2806,0.4532,0.3569,0.3057,6031701.0,0.3011,0.2957,0.39536,582910.0,0.2739,0.4213,0.3167,0.2848,9904499.0,0.2764,0.2745,0.37856999999999996,1304942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71
2011-08-09,24922.81,31.84,31.89,29.82,31.18,32687.09,74.66,74.66,70.71,71.62,108170.5,20.6,20.62,19.52,20.28,104751.3,77.63,77.78,72.82,75.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161.75,2034.92,2095.99,2483.66,2331.65,2402.13,1172.88,1101.54,1120.23,47.56,34.28,42.12,1731.88,1778.29,1714.25,1751.68,104.47,104.47,104.47,79.28,79.28,79.28,38.36,77.29,1.3511,0.2363,0.3181,0.2428,0.2401,6245925.0,0.2191,0.2211,0.30526,502779.0,0.2567,0.3079,0.3369,0.3062,10156220.0,0.3272,0.2999,0.29379,1322700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71
2011-08-10,23197.06,29.42,30.56,29.36,30.4,30817.64,70.39,73.14,70.22,72.97,104652.4,19.93,20.51,19.77,20.27,99596.69,73.81,78.0,73.48,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142.31,2070.24,2110.14,2461.28,2378.08,2425.55,1171.77,1118.01,1171.77,44.41,37.34,39.33,1777.8,1779.14,1739.5,1744.75,103.99,103.99,103.99,82.19,82.19,82.19,38.31,76.5,1.3745,0.2619,0.4075,0.33899999999999997,0.3011,6490406.0,0.2892,0.2834,0.37493000000000004,469160.0,0.2687,0.3964,0.2992,0.2822,10298410.0,0.2732,0.2754,0.35408,864647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
2011-08-11,24187.26,30.82,31.24,29.44,29.68,31789.58,72.61,73.39,70.31,70.6,109010.7,20.76,21.0,20.07,20.14,104616.4,77.53,78.8,72.8,74.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187.48,2091.91,2108.92,2516.39,2399.56,2415.54,1186.29,1121.3,1120.56,42.88,37.5,41.94,1754.35,1813.79,1750.77,1788.3,106.74,106.74,106.74,85.71,85.71,85.71,39.18,76.78,1.3121,0.2433,0.3313,0.2535,0.2483,6683330.0,0.2465,0.2521,0.31677,548783.0,0.2492,0.3572,0.301,0.292,10470390.0,0.2792,0.2622,0.33571,788978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.715
2011-08-12,24578.63,31.1,31.89,30.82,31.44,31868.39,72.79,73.41,71.7,73.02,108433.1,20.65,20.91,20.56,20.78,105237.1,77.99,79.08,77.01,78.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195.25,2154.86,2176.54,2524.09,2481.5,2507.01,1189.04,1170.74,1172.62,37.85,34.01,37.08,1729.7,1767.69,1722.94,1765.11,107.99,107.99,107.99,85.35,85.35,85.35,38.29,76.77,1.2938,0.2426,0.3268,0.2708,0.2603,6803061.0,0.2535,0.2513,0.32291,398861.0,0.2405,0.3111,0.2766,0.2611,10622450.0,0.2544,0.2494,0.31082,717786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.455
2011-08-15,24890.91,31.53,31.715,31.25,31.39,32433.16,74.08,74.08,72.68,73.17,109693.4,20.89,20.93,20.63,20.75,108043.8,80.07,80.64,78.88,78.91,1522000.0,450000.0,38637000.0,1300000.0,9353000.0,671000.0,0.12,0.21,28.18,39.25,22.34,14.46,2277000.0,855000.0,5614000.0,26708000.0,903000.0,2322000.0,389000.0,0.55,1.14,15.59,19.35,3.0,2.74,2499000.0,6064000.0,15003000.0,70784000.0,247000.0,7331000.0,4127000.0,1.55,2.15,13.77,15.97,38.21,32.07,17710000.0,3281000.0,4837000.0,55201000.0,1377000.0,9925000.0,1300000.0,1.36,1.95,24.02,31.75,20.77,17.06,6645000.0,2214.12,2180.86,2189.49,2555.2,2514.52,2522.04,1204.49,1178.86,1178.72,34.83,31.47,34.73,1740.16,1746.99,1727.51,1742.25,109.01,109.01,109.01,87.91,87.91,87.91,39.18,76.695,1.2797,0.223,0.2576,0.2344,0.2315,7011232.0,0.2312,0.2305,0.25995999999999997,351442.0,0.2429,0.3115,0.2603,0.2549,10894930.0,0.2469,0.2452,0.31296999999999997,737474.0,,,,,,,,,,,,,,,,,50.9,,,,,,,,,,,0.75
2011-08-16,24860.85,31.47,31.75,30.8,31.13,32895.06,75.135,75.61,73.37,73.93,109168.2,20.79,21.07,20.5,20.74,106100.7,78.63,80.26,77.69,79.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211.9,2165.04,2190.14,2546.74,2494.55,2526.48,1204.22,1180.53,1204.22,34.49,31.68,33.36,1777.05,1786.2,1760.69,1766.76,109.84,109.84,109.84,86.93,86.93,86.93,39.36,76.72,1.2641,0.2337,0.2814,0.2628,0.2484,7183900.0,0.2419,0.2381,0.28052,474054.0,0.235,0.276,0.2499,0.2511,10985150.0,0.2493,0.2475,0.27652,660975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67
2011-08-17,24849.86,31.42,31.925,31.14,31.59,33326.3,76.12,77.4,75.3256,75.62,108538.1,20.67,20.98,20.4,20.58,107301.6,79.52,81.33,78.9,80.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214.26,2158.95,2193.3,2549.11,2488.09,2527.79,1208.47,1184.36,1192.43,33.32,30.81,32.09,1782.94,1794.4,1778.89,1787.1,111.08,111.08,111.08,87.55,87.55,87.55,40.02,76.565,1.2613,0.2239,0.2601,0.2409,0.2396,7253230.0,0.2373,0.2352,0.26249,454085.0,0.2279,0.2641,0.2628,0.2461,11303660.0,0.2435,0.244,0.26658000000000004,1000401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355
2011-08-18,23649.57,30.03,30.57,29.68,30.47,32555.75,74.36,75.38,72.46,74.52,103812.1,19.77,20.18,19.55,20.15,100406.3,74.41,77.27,73.46,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118.61,2055.18,2116.79,2437.01,2362.97,2436.38,1189.62,1131.03,1193.81,45.28,36.69,36.77,1823.3,1825.99,1783.84,1792.82,107.77,107.77,107.77,81.79,81.79,81.79,40.32,76.57,1.2642,0.2453,0.359,0.3146,0.2834,7453297.0,0.2721,0.263,0.35904,628504.0,0.2434,0.34700000000000003,0.3047,0.2844,11439990.0,0.2719,0.2678,0.34701,1204363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305
2011-08-19,23246.93,29.52,30.4,28.96,28.96,32555.75,74.36,75.49,73.4,73.4,100766.6,19.19,19.96,19.16,19.61,98665.63,73.12,75.66,72.36,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102.88,2035.3,2053.01,2415.18,2338.66,2353.32,1154.54,1122.05,1140.65,45.4,39.99,45.34,1853.2,1877.0,1820.85,1845.3,108.59,108.59,108.59,82.4,82.4,82.4,41.98,76.245,1.2718,0.262,0.3723,0.3195,0.2916,6039360.0,0.2812,0.2746,0.37327,378039.0,0.2279,0.365,0.3133,0.2915,9705148.0,0.2846,0.28,0.36599,620886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305
2011-08-22,23424.05,29.84,30.42,29.44,30.33,32582.02,74.42,75.99,73.73,75.97,101764.3,19.38,19.68,19.26,19.55,97815.5,72.49,75.49,72.26,75.38,1522000.0,450000.0,38637000.0,1300000.0,9353000.0,671000.0,0.12,0.21,28.18,39.25,22.34,14.46,2277000.0,855000.0,5614000.0,26708000.0,903000.0,2322000.0,389000.0,0.55,1.14,15.59,19.35,3.0,2.74,2499000.0,6064000.0,15003000.0,70784000.0,247000.0,7331000.0,4127000.0,1.55,2.15,13.77,15.97,38.21,32.07,17710000.0,3281000.0,4837000.0,55201000.0,1377000.0,9925000.0,1300000.0,1.36,1.95,24.02,31.75,20.77,17.06,6645000.0,2084.83,2038.14,2084.27,2397.34,2337.28,2396.88,1145.49,1121.09,1123.55,43.58,38.78,38.8,1885.1,1894.1,1857.2,1882.44,107.7,107.7,107.7,84.52,84.52,84.52,43.49,76.77,1.2729,0.262,0.3759,0.3216,0.2954,6130150.0,0.2798,0.2709,0.38054,225634.0,0.2364,0.3529,0.3187,0.3012,9904169.0,0.2851,0.2783,0.35714,447702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305
2011-08-23,24073.72,30.88,30.93,29.53,29.59,33370.08,76.22,76.83,74.16,74.59,103497.1,19.71,19.71,19.3,19.36,102727.3,76.13,76.17,72.13,72.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2129.27,2050.19,2059.03,2446.06,2349.08,2360.95,1162.35,1122.91,1124.36,42.54,35.83,41.89,1885.57,1911.46,1862.34,1901.06,109.23,109.23,109.23,85.89,85.89,85.89,42.88,76.51,1.2672,0.228,0.2925,0.2795,0.2536,6150666.0,0.2488,0.2456,0.29358,330109.0,0.2605,0.3169,0.2883,0.2806,9801261.0,0.2745,0.2726,0.32065,587142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235
2011-08-24,24649.46,31.55,31.755,30.29,30.37,33926.11,77.49,77.53,75.748,76.22,103969.7,19.8,19.88,19.37,19.58,102862.2,76.23,76.4,74.351,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148.22,2105.31,2121.52,2470.8,2420.48,2437.48,1178.56,1156.3,1162.24,37.38,34.55,37.12,1778.1,1853.61,1762.9,1841.35,110.77,110.77,110.77,85.19,85.19,85.19,42.08,76.725,1.2598,0.2443,0.2884,0.2624,0.2552,6377151.0,0.2526,0.2486,0.29499000000000003,326962.0,0.2476,0.2996,0.2843,0.2858,10309830.0,0.2878,0.284,0.30138000000000004,563715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-08-25,23850.1,30.26,31.84,30.12,31.66,33212.47,75.86,78.52,75.77,77.77,101974.4,19.42,19.88,19.4,19.83,98652.13,73.11,77.23,72.77,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153.71,2102.5,2141.86,2482.9,2415.24,2470.96,1190.68,1155.47,1177.58,40.14,34.05,34.43,1741.9,1765.59,1702.44,1737.19,110.77,110.77,110.77,85.01,85.01,85.01,39.0,77.45,1.2529,0.258,0.33899999999999997,0.2992,0.2798,6449412.0,0.2743,0.2704,0.34511,256641.0,0.2501,0.3408,0.2983,0.2838,10459230.0,0.2741,0.2718,0.34708,442292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-08-26,24264.66,30.91,31.4,29.78,30.37,33803.52,77.21,77.67,75.05,75.78,103812.1,19.77,19.97,19.27,19.43,100986.6,74.84,75.41,72.1,73.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169.41,2082.04,2101.91,2486.04,2385.27,2408.79,1181.23,1135.91,1159.1,43.84,34.33,41.18,1778.9,1794.0,1756.74,1775.98,111.09,111.09,111.09,85.36,85.36,85.36,41.06,76.855,1.2334,0.2497,0.3042,0.2694,0.2617,6503364.0,0.2595,0.2558,0.31156,363738.0,0.2454,0.303,0.2903,0.2775,10516210.0,0.26899999999999996,0.2631,0.30938000000000004,599471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-08-29,25565.42,32.95,33.0,31.43,31.43,34057.45,77.79,78.11,77.38,77.86,106569.0,20.295,20.31,19.83,19.94,104238.6,77.25,77.37,75.54,76.41,1522000.0,450000.0,38637000.0,1300000.0,9353000.0,671000.0,0.12,0.21,28.18,39.25,22.34,14.46,2277000.0,908000.0,4855000.0,27082000.0,3000.0,1565000.0,446000.0,0.48,1.1,11.11,12.66,2.9,2.8,2848000.0,6064000.0,15003000.0,70784000.0,247000.0,7331000.0,4127000.0,1.55,2.15,13.77,15.97,38.21,32.07,17710000.0,3281000.0,4837000.0,55201000.0,1377000.0,9925000.0,1300000.0,1.36,1.95,24.02,31.75,20.77,17.06,6645000.0,2224.5,2187.72,2188.67,2562.58,2510.13,2510.99,1210.28,1177.91,1176.67,33.81,32.21,33.81,,,,,,,,,,,,76.985,1.2187,0.2327,0.2713,0.2545,0.2474,6539735.0,0.2431,0.24,0.27781,297343.0,0.2458,0.2802,0.2444,0.2414,10663070.0,0.2606,0.2601,0.28534,670986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-08-30,25722.05,32.68,32.93,32.22,32.75,34180.04,78.07,78.54,77.22,77.6,106280.1,20.24,20.35,19.9199,20.19,104346.5,77.33,78.02,75.69,76.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.1,2202.45,2212.07,2589.53,2534.68,2547.07,1220.1,1195.77,1209.8,33.55,31.55,32.97,1828.5,1832.99,1783.19,1794.88,114.35,114.35,114.35,88.76,88.76,88.76,40.9,76.735,1.2218,0.2467,0.2603,0.2652,0.2503,6654571.0,0.2427,0.2403,0.26369000000000004,299463.0,0.2394,0.2772,0.266,0.2645,10778650.0,0.2645,0.262,0.2798,550027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-08-31,26078.61,33.03,33.63,32.7,33.09,34385.81,78.54,79.04,78.02,78.24,105702.6,20.13,20.41,20.02,20.23,105412.5,78.12,79.29,77.44,77.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2268.07,2222.48,2248.19,2611.58,2557.74,2589.75,1230.71,1209.35,1213.0,32.53,30.16,31.2,1826.6,1836.76,1812.39,1833.5,115.09,115.09,115.09,88.91,88.91,88.91,41.35,76.47,1.24,0.2399,0.2779,0.2565,0.2502,6557812.0,0.2442,0.2421,0.28401,377377.0,0.2352,0.2836,0.2606,0.2661,10514360.0,0.26,0.2557,0.28575,517237.0,,,,,,,,,,,,,,,,,,,1532959.0,,,,,2710.03167,,,,0.23
2011-09-01,25305.92,31.96,32.87,31.73,32.83,34797.36,79.48,80.91,78.78,78.98,104967.4,19.99,20.35,19.99,20.28,103226.5,76.5,79.54,76.42,78.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263.94,2217.02,2245.01,2604.5,2543.56,2583.34,1229.29,1203.85,1219.12,32.38,30.76,31.91,1826.35,1829.74,1814.15,1822.2,115.16,115.16,115.16,89.08,89.08,89.08,41.47,76.98,1.2563,0.2419,0.292,0.2692,0.2738,6812479.0,0.2578,0.2521,0.30138000000000004,305645.0,0.2523,0.2714,0.2665,0.2448,11112650.0,0.2574,0.2594,0.27163000000000004,516869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-09-02,24392.05,30.86,31.23,30.63,31.03,34394.57,78.56,79.68,78.08,78.23,103129.6,19.64,19.93,19.57,19.8,100419.8,74.42,75.35,73.37,74.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2189.76,2156.99,2178.11,2512.78,2469.35,2497.28,1203.9,1170.56,1203.9,34.74,32.7,34.29,1874.72,1879.3,1823.5,1828.16,113.74,113.74,113.74,86.68,86.68,86.68,42.5,76.77,1.2774,0.2396,0.2928,0.2893,0.2674,6814531.0,0.2616,0.2598,0.29177,332355.0,0.2492,0.2908,0.2808,0.2739,11015870.0,0.2709,0.2671,0.28351,623742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-09-05,,,,,,,,,,,,,,,,,,,,,1522000.0,450000.0,38637000.0,1300000.0,9353000.0,671000.0,0.12,0.21,28.18,39.25,22.34,14.46,2277000.0,908000.0,4855000.0,27082000.0,3000.0,1565000.0,446000.0,0.48,1.1,11.11,12.66,2.9,2.8,2848000.0,6064000.0,15003000.0,70784000.0,247000.0,7331000.0,4127000.0,1.55,2.15,13.77,15.97,38.21,32.07,17710000.0,3281000.0,4837000.0,55201000.0,1377000.0,9925000.0,1300000.0,1.36,1.95,24.02,31.75,20.77,17.06,6645000.0,,,,,,,,,,,,,1898.25,1902.7,1873.79,1879.22,111.17,111.17,111.17,83.51,83.51,83.51,42.71,76.97,1.2707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-09-06,24008.38,30.47,30.55,29.69,29.77,34324.52,78.4,78.53,76.59,77.0301,102604.4,19.54,19.58,19.16,19.25,100284.9,74.32,74.5,71.35,71.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171.39,2112.84,2116.48,2477.77,2414.31,2417.61,1173.97,1140.13,1173.97,39.86,37.0,39.84,1887.55,1920.3,1860.1,1918.2,111.54,111.54,111.54,85.93,85.93,85.93,41.85,77.115,1.1674,0.2132,0.3158,0.2858,0.2624,6870071.0,0.2548,0.2516,0.29830999999999996,300930.0,0.2643,0.3281,0.3191,0.2989,11122210.0,0.2914,0.2881,0.31208,539700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-09-07,25143.16,31.83,31.89,31.16,31.33,35292.08,80.61,80.61,78.88,79.27,105440.0,20.08,20.14,19.86,20.02,103617.8,76.79,76.895,75.4,75.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2223.8,2193.83,2198.61,2548.94,2507.52,2511.5,1198.62,1165.85,1164.99,34.7,33.38,34.24,1808.5,1880.11,1793.19,1836.19,115.76,115.76,115.76,89.23,89.23,89.23,40.98,77.325,1.1628,0.2419,0.2711,0.2696,0.2569,6870071.0,0.2533,0.244,0.26807,342755.0,0.2543,0.2821,0.2795,0.2705,11122210.0,0.2741,0.2727,0.28326,679398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2011-09-08,25039.92,31.61,32.07,31.23,31.5,35357.75,80.76,81.47,80.17,80.285,104468.5,19.895,20.295,19.81,20.05,101836.6,75.47,76.74,75.13,75.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244.51,2206.79,2212.71,2568.45,2520.8,2533.81,1204.4,1183.34,1197.98,34.71,32.79,34.41,1857.09,1864.99,1812.49,1835.6,116.5,116.5,116.5,88.76,88.76,88.76,42.14,77.365,1.1498,0.2516,0.3172,0.2888,0.2766,6870071.0,0.2623,0.2583,0.32745,384749.0,0.2449,0.2929,0.2776,0.27399999999999997,11122210.0,0.2702,0.2665,0.28781999999999996,486617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-09-09,24262.27,30.68,31.15,30.46,30.84,34543.43,78.9,80.0825,78.5,79.95,103444.6,19.7,20.22,19.66,19.75,96884.44,71.8,74.12,71.33,73.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206.49,2151.35,2197.72,2518.4,2452.93,2508.12,1185.37,1148.37,1185.37,40.74,35.53,35.53,1856.68,1885.5,1824.44,1870.2,112.55,112.55,112.55,87.33,87.33,87.33,41.4,77.75,1.1319,0.2541,0.3476,0.3158,0.2966,7282160.0,0.2824,0.2731,0.33683,540561.0,0.2522,0.3005,0.3052,0.2975,11486620.0,0.2857,0.2814,0.28748,972308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-09-12,24732.57,31.49,31.54,30.16,30.29,34902.43,79.72,79.88,78.02,78.03,106490.3,20.28,20.29,19.52,19.53,97667.13,72.38,72.41,69.94,70.79,1522000.0,450000.0,38637000.0,1300000.0,9353000.0,671000.0,0.12,0.21,28.18,39.25,22.34,14.46,2277000.0,908000.0,4855000.0,27082000.0,3000.0,1565000.0,446000.0,0.48,1.1,11.11,12.66,2.9,2.8,2848000.0,6064000.0,15003000.0,70784000.0,247000.0,7331000.0,4127000.0,1.55,2.15,13.77,15.97,38.21,32.07,17710000.0,3281000.0,4837000.0,55201000.0,1377000.0,9925000.0,1300000.0,1.36,1.95,24.02,31.75,20.77,17.06,6645000.0,2192.28,2139.58,2145.78,2495.36,2438.4,2442.86,1162.52,1136.07,1153.5,43.18,38.58,42.56,1833.57,1861.1,1825.39,1848.25,112.81,112.81,112.81,88.19,88.19,88.19,40.81,77.0,1.1306,0.2436,0.3012,0.3099,0.2743,7400676.0,0.2685,0.2641,0.31411999999999995,344694.0,0.2893,0.3302,0.3262,0.3181,11638190.0,0.2967,0.2925,0.33486,748237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-09-13,25345.36,32.25,32.57,31.19,31.39,35335.86,80.71,80.79,79.3,80.07,109010.7,20.76,20.9,20.21,20.32,97329.75,72.13,72.795,70.62,72.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225.4,2189.83,2197.66,2537.4,2494.07,2502.59,1176.41,1157.44,1161.85,39.43,36.69,38.68,1824.15,1835.19,1798.75,1824.4,112.06,112.06,112.06,89.86,89.86,89.86,40.02,76.88,1.1367,0.2527,0.32,0.3007,0.2899,7527010.0,0.2781,0.2716,0.3229,418285.0,0.264,0.3232,0.3107,0.2926,11710620.0,0.2917,0.2869,0.33291,714627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-09-14,25964.82,32.95,33.45,31.91,32.77,35856.86,81.9,82.52,79.93,80.94,110874.8,21.115,21.4,20.71,20.89,98409.25,72.93,73.89,70.34,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277.92,2210.63,2233.66,2600.78,2519.8,2548.45,1202.38,1162.73,1172.87,37.76,33.4,36.59,1822.65,1844.39,1814.79,1830.19,111.87,111.87,111.87,88.86,88.86,88.86,41.23,76.72,1.1368,0.2671,0.3001,0.3102,0.2952,7701532.0,0.2709,0.2658,0.31515,523922.0,0.2447,0.2789,0.3016,0.2808,11896740.0,0.2961,0.2867,0.29463,782607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2011-09-15,26279.17,33.32,33.51,32.705,33.37,36342.84,83.01,83.29,82.1029,82.89,113106.4,21.54,21.665,21.2201,21.31,100149.9,74.22,74.59,72.84,74.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2289.69,2254.47,2273.22,2608.95,2569.78,2595.45,1209.11,1189.44,1189.44,33.98,31.75,33.43,1776.05,1825.99,1772.04,1808.97,115.45,115.45,115.45,89.28,89.28,89.28,40.34,76.685,1.1495,0.2391,0.2597,0.2602,0.2653,4767117.0,0.265,0.2611,0.2705,602171.0,0.2602,0.2654,0.28600000000000003,0.2838,7735708.0,0.2775,0.2752,0.29124,770832.0,,,,,,,,,,,,,,,,,50.6,,,,,,,,,,,0.23
